show_id,type,title,date_added,release_year,rating,duration,listed_in,description
s1873,Movie,The Forty-Year-Old Version,"October 9, 2020",2020,R,124 min,"Comedies, Dramas, Independent Movies","Desperate for a breakthrough as she nears the big 4-0, struggling New York City playwright Radha finds inspiration by reinventing herself as a rapper."
s1874,TV Show,The Haunting of Bly Manor,"October 9, 2020",2020,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries","Dead doesn't mean gone. An au pair plunges into an abyss of chilling secrets in this gothic romance from the creator of ""The Haunting of Hill House."""
s1875,Movie,Bigflo & Oli: Hip Hop Frenzy,"October 8, 2020",2020,TV-MA,100 min,"Documentaries, International Movies, Music & Musicals","Go backstage with French rap duo Bigflo & Oli in this intimate music documentary, then join the superstar siblings as they embark on a major tour."
s1876,TV Show,Do Do Sol Sol La La Sol,"October 8, 2020",2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","A riches-to-rags pianist who loses everything but her smile is guided by twinkling little stars to a small town where she finds hope, home and love."
s1877,Movie,Palermo Hollywood,"October 8, 2020",2004,TV-MA,106 min,"Dramas, International Movies",A pair of petty criminals from different backgrounds get tangled up in a gangster's kidnapping scheme that goes awry.
s1878,TV Show,Private Lives,"October 8, 2020",2020,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","In a world where data is no longer private, con artists uncover a sinister surveillance scheme headed by the government and a greedy corporation."
s1879,TV Show,The 100,"October 8, 2020",2020,TV-MA,7 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","A century after Earth was devastated by a nuclear apocalypse, 100 space station residents are sent to the planet to determine whether it's habitable."
s1880,Movie,Hubie Halloween,"October 7, 2020",2020,PG-13,104 min,"Comedies, Horror Movies","Hubie's not the most popular guy in Salem, Mass., but when Halloween turns truly spooky, this good-hearted scaredy-cat sets out to keep his town safe."
s1881,TV Show,To the Lake,"October 7, 2020",2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries","Facing the end of civilization when a terrifying plague strikes, a group risks their lives, loves — and humanity — in a brutal struggle to survive."
s1882,Movie,American Pie 9: Girls' Rules,"October 6, 2020",2020,R,96 min,Comedies,Four tight-knit high school seniors vow to turn their love lives around by homecoming when the arrival of a new student muddles their plans.
s1883,Movie,Dolly Parton: Here I Am,"October 6, 2020",2019,TV-14,90 min,"Documentaries, Music & Musicals","Dolly Parton leads a moving, musical journey in this documentary that details the people and places who have helped shape her iconic career."
s1884,Movie,StarBeam: Halloween Hero,"October 6, 2020",2020,TV-Y,33 min,Children & Family Movies,"Greedy Captain Fishbeard is stealing everybody's Halloween treats for himself, but StarBeam and Boost have some tricks up their sleeves to save the day!"
s1885,Movie,Walk Away from Love,"October 6, 2020",2017,TV-14,81 min,"Dramas, Romantic Movies","Heartbroken from her last relationship, an attorney is wary of falling in love again. But crossing paths with an ex upends her plans to finally move on."
s1886,TV Show,Bad Boy Billionaires: India,"October 5, 2020",2020,TV-14,1 Season,"British TV Shows, Docuseries, International TV Shows","This investigative docuseries explores the greed, fraud and corruption that built up — and ultimately brought down — India’s most infamous tycoons."
s1887,Movie,David Attenborough: A Life on Our Planet,"October 4, 2020",2020,PG,84 min,Documentaries,"A broadcaster recounts his life, and the evolutionary history of life on Earth, to grieve the loss of wild places and offer a vision for the future."
s1888,Movie,"Best Wishes, Warmest Regards: A Schitt's Creek Farewell","October 3, 2020",2020,TV-MA,44 min,"Documentaries, LGBTQ Movies","From unseen footage to the last table read, this documentary takes an inside look at the final season of the acclaimed comedy series ""Schitt's Creek."""
s1889,Movie,Good Game: The Beginning,"October 3, 2020",2018,TV-14,115 min,"Dramas, International Movies, Sports Movies",New high school grad and avid gamer Cenk is recruited to an intense esports team that trains for a tournament with a life-changing prize.
s1890,TV Show,Pat a Pat Como,"October 3, 2020",2016,TV-Y,1 Season,Kids' TV,"For Como and his friends, each new adventure is a lesson on why it's important to be considerate — and to take care of one another!"
s1891,TV Show,Qurious Como,"October 3, 2020",2017,TV-Y,1 Season,Kids' TV,"Shrunk down in size, Como and his friends examine the wonder-filled world around them one item at a time, from foods to household goods."
s1892,Movie,A Chaster Marriage,"October 2, 2020",2016,TV-14,94 min,"Comedies, International Movies, Romantic Movies","Forced to wed his childhood friend, a man obsessed with football attempts to get rid of his wife in order to keep the woman he truly loves."
s1893,Movie,A Go! Go! Cory Carson Halloween,"October 2, 2020",2020,TV-Y,22 min,Children & Family Movies,"Cory, Chrissy and Freddie are on the hunt for king-sized candy bars this Halloween! But are all the treats worth the trek to the spooky side of town?"
s1894,TV Show,DreamWorks Happy Holidays from Madagascar,"October 2, 2020",2005,TV-PG,1 Season,"Kids' TV, TV Comedies",Madagascar goes wild with holiday spirit in this set of Valentine's Day and Christmas-themed tales featuring everyone's favorite animal characters.
s1895,TV Show,Emily in Paris,"October 2, 2020",2020,TV-MA,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas","After landing her dream job in Paris, Chicago marketing exec Emily Cooper embraces her adventurous new life while juggling work, friends and romance."
s1896,TV Show,H2O: Just Add Water,"October 2, 2020",2009,TV-PG,3 Seasons,"Kids' TV, TV Dramas",The gals in this fantasy series cope with the burden of growing a giant fin and transforming into mermaids whenever they come in contact with water.
s1897,Movie,Òlòtūré,"October 2, 2020",2020,TV-MA,107 min,"Dramas, International Movies","In Lagos, a journalist goes undercover as a prostitute to expose human trafficking. What she finds is a world of exploited women and ruthless violence."
s1898,Movie,Serious Men,"October 2, 2020",2020,TV-MA,115 min,"Comedies, Dramas, International Movies","When a slum dweller spins a web of lies in pursuit of the upward mobility he has long craved, his ruse could be especially dangerous for his young son."
s1899,Movie,The Binding,"October 2, 2020",2020,TV-MA,93 min,"Horror Movies, International Movies, Thrillers","While visiting her fiancé's mother in southern Italy, a woman must fight the mysterious and malevolent curse intent on claiming her daughter."
s1900,Movie,Turkish Dance School,"October 2, 2020",2017,TV-MA,107 min,"Comedies, International Movies, Romantic Movies",A woman recovering from an attempted suicide meets an aspiring doctor who takes a keen interest in her efforts to move forward in life through dance.
s1901,Movie,Vampires vs. the Bronx,"October 2, 2020",2020,PG-13,86 min,"Comedies, Horror Movies",Three gutsy kids from a rapidly gentrifying Bronx neighborhood stumble upon a sinister plot to suck all the life from their beloved community.
s1902,Movie,You've Got This,"October 2, 2020",2020,TV-MA,112 min,"Comedies, International Movies, Romantic Movies",An ad creative and a successful exec have a great marriage — until he wants to be a dad just as her star is rising. Then he brings someone new home.
s1903,Movie,All Because of You,"October 1, 2020",2020,TV-PG,102 min,"Action & Adventure, Comedies, International Movies","After falling for a guest, an unsuspecting hotel staff becomes embroiled in a hostage scheme and discovers true love in an unlikely place."
s1904,Movie,An Ordinary Man,"October 1, 2020",2017,R,91 min,"Dramas, Thrillers","A war criminal in hiding begins to suspect that the maid, his only confidant and contact with the outside world, may be hiding something herself."
s1905,Movie,Carlos Almaraz: Playing with Fire,"October 1, 2020",2019,TV-14,83 min,"Documentaries, LGBTQ Movies","Mixing archival footage with interviews, this film celebrates one of Los Angeles's most influential painters and Chicano art activists from the 1970s."
s1906,Movie,Cold Harbour,"October 1, 2020",2013,TV-MA,73 min,"Action & Adventure, Dramas, International Movies","When a war breaks out between competing gangs of smugglers in Cape Town, South Africa, an honest cop is pressured to work for a powerful crime lord."
s1907,TV Show,Evil,"October 1, 2020",2019,TV-14,1 Season,TV Dramas,A forensic psychologist partners with a Catholic priest-in-training to investigate miracles and demonic possession in this supernatural drama.
s1908,TV Show,Familiar Wife,"October 1, 2020",2018,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","After receiving a bizarre chance to go back in time, a man wakes up to find that his whole life — including the person he married — is different."
s1909,TV Show,Food Wars!: Shokugeki no Soma,"October 1, 2020",2016,TV-MA,2 Seasons,"Anime Series, International TV Shows, Teen TV Shows","Young chef Soma enters the prestigious Totsuki Culinary Academy, where he must emerge victorious in over-the-top cooking battles or face expulsion."
s1910,Movie,Free State of Jones,"October 1, 2020",2016,R,139 min,"Action & Adventure, Dramas",A Mississippi farmer turns outlaw as he leads a ragtag band of fellow Civil War deserters and escaped slaves in a rebellion against the Confederacy.
s1911,TV Show,"Good Morning, Verônica","October 1, 2020",2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Mysteries","While hunting for a dating-site predator, an underused cop discovers a husband and wife with a horrific secret — and a web of conspiracy hiding it."
s1912,Movie,Human Nature,"October 1, 2020",2019,TV-14,95 min,Documentaries,"From breakthrough science to the boundaries of morality, this documentary spotlights a revelation in genetic modification research known as CRISPR."
s1913,Movie,Hunt for the Wilderpeople,"October 1, 2020",2016,PG-13,101 min,"Action & Adventure, Comedies, Dramas",A misadventure in the wilderness leads to life-changing discoveries for a troubled orphan teen from the city and his belligerent foster father.
s1914,Movie,I'm Leaving Now,"October 1, 2020",2019,TV-MA,75 min,"Documentaries, International Movies","In this evocative documentary, an undocumented immigrant plans to return to Mexico after 16 years but his family tells him he needs to stay in the US."
s1915,TV Show,Journey of an African Colony,"October 1, 2020",2018,TV-MA,1 Season,"Docuseries, International TV Shows",This docuseries delves into the untold stories and unsung heroes that paved Nigeria's road to independence. Based on the books by host Olasupo Shasore.
s1916,TV Show,Oktoberfest: Beer & Blood,"October 1, 2020",2020,TV-MA,1 Season,"International TV Shows, TV Dramas","In 1900 Munich, ambitious brewer Curt Prank uses brutal tactics on his quest to build a beer hall that will dominate the city's lucrative Oktoberfest."
s1917,Movie,Rize,"October 1, 2020",2005,PG-13,87 min,"Documentaries, Music & Musicals","This documentary explores ""krumping,"" a fast-paced urban dance, and follows the man that originated the phenomenon in South Central Los Angeles."
s1918,TV Show,Secreto bien guardado,"October 1, 2020",2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","In 1940 Argentina, a Jewish 17-year-old on vacation with her family falls in love with a young Nazi lawyer staying at the same hotel."
